Symbol,Volatility
BPCL: BPCL,0.0228474347590366
CIPLA: CIPLA,0.017051242530354675
GRASIM: GRASIM,0.015225536425845884
HINDALCO: HINDALCO,0.023441936537562977
ITC: ITC,0.012972997571485815
M&M: M&M,0.0199021227933446
NTPC: NTPC,0.02303946763367992
ONGC: ONGC,0.023712330391550802
TCS: TCS,0.014417455110839862
TITAN: TITAN,0.014981128537591183
TRENT: TRENT,0.024684089434878834
WIPRO: WIPRO,0.020079155703944997
